ICSD/MP_ID,formula,sources,MinMass(F1),AverMass(F2),MaxMass(F3),MinPeriodNum(F4),AverPeriodNum(F5),MaxPeriodNum(F6),MinGroupNum(F7),AverGroupNum(F8),MaxGroupNum(F9),MinRaduis(F10),AverRaduis(F11),MaxRaduis(F12),MinEleNegativity(F13),AverEleNegativity(F14),MaxEleNegativity(F15),AverSValenceEleNum(F16),AverPValenceEleNum(F17),AverDValenceEleNum(F18),AverFValenceEleNum(F19),AverSUnfilledState(F20),AverPUnfilledState(F21),AverDUnfilledState(F22),AverFUnfilledState(F23),MinIonizationEner(F24),AverIonizationEner(F25),MaxIonizationEner(F26),MinEleAffinity(F27),AverEleAffinity(F28),MaxEleAffinity(F29),MinMeltingPoint(F30),AverMeltingPoint(F31),MaxMeltingPoint(F32),MinBoilingPoint(F33),AverBoilingPoint(F34),MaxBoilingPoint(F35),MinDensity(F36),AverDensity(F37),MaxDensity(F38),NegaMinGap(SN1),NegaAverGap(SN2),NegaMaxGap(SN3),MinNegaDipoleTotal(SN4),AverNegaDipoleTotal(SN5),MaxNegaDipoleTotal(SN6),MinNegaAnisoQuadrupole(SN7),AverNegaAnisoQuadrupole(SN8),MaxNegaAnisoQuadrupole(SN9),MinNegaAnisoPolar(SN10),AverNegaAnisoPolar(SN11),MaxNegaAnisoPolar(SN12),MinNegaTotalHyperPolar(SN13),AverNegaTotalHyperPolar(SN14),MaxNegaTotalHyperPolar(SN15),TotalNegaCharge(SN16),TotalNegaMultiplicity(SN17),MinNegaFlexibility(SN18),TotalNegaFlexibility(SN19),AverNegaFlexibility(SN20),MaxNegaFlexibility(SN21),AverNegaCharge(SN22),PosiMinGap(SP1),PosiAverGap(SP2),PosiMaxGap(SP3),MinPosiDipoleTotal(SP4),AverPosiDipoleTotal(SP5),MaxPosiDipoleTotal(SP6),MinPosiAnisoQuadrupole(SP7),AverPosiAnisoQuadrupole(SP8),MaxPosiAnisoQuadrupole(SP9),MinPosiAnisoPolar(SP10),AverPosiAnisoPolar(SP11),MaxPosiAnisoPolar(SP12),MinPosiTotalHyperPolar(SP13),AverPosiTotalHyperPolar(SP14),MaxPosiTotalHyperPolar(SP15),TotalPosiCharge(SP16),TotalPosiMultiplicity(SP17),MinPosiFlexibility(SP18),TotalPosiFlexibility(SP19),AverPosiFlexibility(SP20),MaxPosiFlexibility(SP21),Eg_PBE(eV),Eg_EXP(eV),delta_n,d_ij(pm/V)
244344,K7SrY2(B5O10)3,ICSD,10.81,21.477,88.906,2,2.418,5,1,12.545,16,152,182.764,275,0.82,2.599,3.44,1.873,2.455,0.036,0,0.127,2.455,0.327,0,4.341,10.573,13.618,-1.51,0.92,1.461,54.36,797.209,2348,90.2,1507.564,4273,0.001,0.971,4.47,4.813,4.813,4.813,35.678,35.678,35.678,103.947,139.625,103.947,277.72,277.72,277.72,165.56,165.56,165.56,-3,1,0.07,0.07,0.07,0.07,-3,5.294,6.911,8.339,0.019,3.812,8.778,26.848,19.991,48.536,24.97,109.4,230.047,15.69,16173.217,30942.76,0,3,0.094,0.358,0.119,0.167,4.511,,0.006,1.2645
244721,(Ca2B5O9)(H(OH)2),ICSD,1.008,14.915,40.08,1,2.048,4,1,11.81,16,120,164.476,231,1,2.697,3.44,1.857,2.333,0,0,0.143,2.238,0,0,6.113,11.634,13.618,-1.39,0.807,1.461,13.81,695.685,2348,20.28,1234.859,4273,0,0.712,2.37,4.813,10.342,15.835,1.873,16.695,35.678,8.466,51.344,103.947,0.553,94.2,277.72,82.576,277.307,583.784,-4,3,0,0.07,0.023,0.07,-1.333,7.107,7.107,7.107,8.746,8.746,8.746,25.832,34.578,25.832,60.506,60.506,60.506,14179.8,14179.8,14179.8,0,1,0.137,0.137,0.137,0.137,5.54,,0.059,1.242
245016,CaBi2B2O7,ICSD,10.81,49.304,208.98,2,2.833,6,2,14.167,16,152,174.417,231,1,2.767,3.44,2,3,1.667,2.333,0,2.5,0,0,6.113,11.051,13.618,-1.39,0.94,1.461,54.36,606.718,2348,90.2,1217.367,4273,0.001,2.159,9.807,4.813,4.813,4.813,35.678,35.678,35.678,103.947,139.625,103.947,277.72,277.72,277.72,165.56,165.56,165.56,-3,1,0.07,0.07,0.07,0.07,-3,7.107,8.994,10.881,0,4.373,8.746,25.832,17.45,26.155,33.468,46.987,60.506,1.051,7090.425,14179.8,0,2,0.039,0.176,0.088,0.137,3.236,,0.153,0.4705
245017,Sr(Bi2O)(BO3)2,ICSD,10.81,53.264,208.98,2,2.917,6,2,14.167,16,152,175.917,249,0.95,2.763,3.44,2,3,1.667,2.333,0,2.5,0,0,5.695,11.016,13.618,-1.51,0.93,1.461,54.36,601.302,2348,90.2,1208.867,4273,0.001,2.25,9.807,4.813,4.813,4.813,35.678,35.678,35.678,103.947,139.625,103.947,277.72,277.72,277.72,165.56,165.56,165.56,-3,1,0.07,0.07,0.07,0.07,-3,7.099,8.99,10.881,0,4.389,8.778,26.155,17.467,26.848,33.468,53.326,73.184,1.051,8781.125,17561.2,0,2,0.039,0.206,0.103,0.167,2.678,,0.245,2.805
245774,Pb2(B5O9)Br,ICSD,10.81,40.726,207.2,2,2.588,6,13,14.941,17,152,171.471,202,2.04,2.869,3.44,2,2.941,1.765,1.647,0,3.059,0,0,7.417,11.218,13.618,0.277,1.095,3.365,54.36,805.671,2348,90.2,1561.926,4273,0.001,2.215,11.342,4.813,7.389,9.964,12.102,23.89,35.678,30.492,39.136,103.947,0,138.86,277.72,0,82.78,165.56,-4,2,0,0.07,0.035,0.07,-2,10.163,10.163,10.163,4.781,4.781,4.781,17.622,22.402,17.622,23.084,23.084,23.084,1398.39,1398.39,1398.39,0,1,0.061,0.061,0.061,0.061,3.671,,0.109,6.0175
246037,Sr2(B5O9)Cl,ICSD,10.81,24.041,87.6,2,2.412,5,2,13.529,17,152,176.529,249,0.95,2.719,3.44,2,2.706,0,0,0,2.588,0,0,5.695,11.083,13.618,-1.51,0.89,3.617,54.36,852.994,2348,90.2,1513.289,4273,0.001,1.009,2.64,4.813,8.041,11.269,3.625,19.652,35.678,2.735,21.019,103.947,0,138.86,277.72,0,82.78,165.56,-4,2,0,0.07,0.035,0.07,-2,7.099,7.099,7.099,8.778,8.778,8.778,26.848,35.626,26.848,73.184,73.184,73.184,17561.2,17561.2,17561.2,0,1,0.167,0.167,0.167,0.167,5.634,,0.016,1.1225
247622,CsBe2BO3F2,ICSD,9.012,27.526,132.905,2,2.444,6,1,11.111,17,135,174.111,343,0.79,2.694,3.98,1.889,2.556,0,0,0.111,1.444,0,0,3.894,11.838,17.423,0.277,1.397,3.339,53.53,671.081,2348,85.03,1238.407,4273,0.001,0.89,2.37,4.813,8.852,15.161,10.202,22.191,35.678,21.668,29.414,103.947,0,94.124,277.72,0,55.19,165.56,-6,3,0,0.133,0.044,0.07,-2,5.389,5.389,5.389,2.367,2.367,2.367,28.297,30.664,28.297,266.501,266.501,266.501,27365.547,27365.547,27365.547,0,1,0.119,0.119,0.119,0.119,5.88,,0.056,0.872
247762,K3Y(B3O6)2,ICSD,10.81,21.048,88.906,2,2.409,5,1,12.545,16,152,182.727,275,0.82,2.6,3.44,1.864,2.455,0.045,0,0.136,2.455,0.409,0,4.341,10.566,13.618,0.277,0.955,1.461,54.36,797.496,2348,90.2,1519.745,4273,0.001,0.972,4.47,4.813,4.813,4.813,35.678,35.678,35.678,103.947,139.625,103.947,277.72,277.72,277.72,165.56,165.56,165.56,-3,1,0.07,0.07,0.07,0.07,-3,5.294,6.816,8.339,0.019,1.329,2.639,34.753,25.597,48.536,24.97,127.508,230.047,15.69,15479.225,30942.76,0,2,0.094,0.191,0.095,0.096,4.137,,0.006,1.212
248027,Cd4BiB3O10,ICSD,10.81,47.28,208.98,2,2.889,6,12,14.556,16,152,163.056,207,1.69,2.739,3.44,2,2.556,2.778,0.778,0,2.111,0,0,7.289,11.352,13.618,0.27,0.97,1.461,54.36,583.835,2348,90.2,1095.444,4273,0.001,2.872,9.807,4.813,4.813,4.813,35.678,35.678,35.678,103.947,139.625,103.947,277.72,277.72,277.72,165.56,165.56,165.56,-3,1,0.07,0.07,0.07,0.07,-3,8.21,9.545,10.881,0,2.984,5.967,15.344,16.061,26.155,24.923,29.196,33.468,1.051,1044.13,2087.21,0,2,0.039,0.098,0.049,0.058,2.23,3.16,,
248043,BaMgBO3F,ICSD,10.81,34.206,137.33,2,2.714,6,2,11.714,17,135,174.857,268,0.89,2.649,3.98,2,2.571,0,0,0,1.714,0,0,5.212,11.348,17.423,-0.48,1.043,3.339,53.53,641.087,2348,85.03,1165.947,4273,0.001,1.105,3.62,4.813,9.987,15.161,10.202,22.94,35.678,21.668,33.774,103.947,0,264.712,529.423,0,181.334,362.668,-4,2,0,0.07,0.035,0.07,-2,7.365,7.401,7.437,7.483,7.886,8.29,20.318,18.045,25.893,45.955,56.869,67.783,12450.1,19599.4,26748.7,0,2,0.083,0.318,0.159,0.234,4.19,6.53,,
248117,NaAsSe2,ICSD,22.99,63.963,78.97,3,3.75,4,1,12,16,185,198,227,0.93,2.053,2.55,1.75,2.75,7.5,0,0.25,1.75,0,0,5.139,8.615,9.815,0.548,1.35,2.021,370.95,612.063,1090,887,989.75,1156,0.97,4.091,5.776,4.453,5.471,6.489,8.964,16.584,24.204,55.925,47.076,60.983,0,236.1,472.2,0,33.968,67.937,-5,2,0,0.049,0.024,0.049,-2.5,6.246,6.246,6.246,1.865,1.865,1.865,30.739,32.604,30.739,77.998,77.998,77.998,9284.889,9284.889,9284.889,0,1,0.083,0.083,0.083,0.083,1.03,1.595,,162.3
248147,Sr(B4O7),ICSD,10.81,20.236,87.6,2,2.25,5,2,13.833,16,152,173.417,249,0.95,2.766,3.44,2,2.667,0,0,0,2.833,0,0,5.695,11.184,13.618,-1.51,0.819,1.461,54.36,901.877,2348,90.2,1614.867,4273,0.001,1.011,2.64,4.813,4.813,4.813,35.678,35.678,35.678,103.947,139.625,103.947,277.72,277.72,277.72,165.56,165.56,165.56,-3,1,0.07,0.07,0.07,0.07,-3,7.099,7.099,7.099,8.778,8.778,8.778,26.848,35.626,26.848,73.184,73.184,73.184,17561.2,17561.2,17561.2,0,1,0.167,0.167,0.167,0.167,5.491,,0.043,1.0015
248201,NaBeB3O6,ICSD,9.012,14.584,22.99,2,2.091,3,1,12.545,16,152,169.818,227,0.93,2.66,3.44,1.909,2.455,0,0,0.091,2.455,0,0,5.139,11.006,13.618,0.277,0.957,1.461,54.36,845.555,2348,90.2,1569.109,4273,0.001,0.904,2.37,4.813,5.697,6.58,20.694,28.186,35.678,68.73,80.159,103.947,4.651,141.185,277.72,0.011,82.785,165.56,-5,2,0.063,0.133,0.067,0.07,-2.5,6.246,6.246,6.246,1.865,1.865,1.865,30.739,32.604,30.739,77.998,77.998,77.998,9284.889,9284.889,9284.889,0,1,0.083,0.083,0.083,0.083,5.58,,0.099,1.6805
248203,KBe2B3O7,ICSD,9.012,15.503,39.098,2,2.154,4,1,12,16,152,170.846,275,0.82,2.628,3.44,1.923,2.385,0,0,0.077,2.231,0,0,4.341,11.016,13.618,0.277,0.948,1.461,54.36,837.004,2348,90.2,1536.185,4273,0.001,0.901,2.37,4.813,5.697,6.58,20.694,28.186,35.678,68.73,80.159,103.947,4.651,141.185,277.72,0.011,82.785,165.56,-5,2,0.063,0.133,0.067,0.07,-2.5,5.294,5.294,5.294,2.639,2.639,2.639,34.753,37.392,34.753,230.047,230.047,230.047,30942.76,30942.76,30942.76,0,1,0.094,0.094,0.094,0.094,5.115,,0.051,0.8025
248204,K3Be6(B3O7)3,ICSD,9.012,15.503,39.098,2,2.154,4,1,12,16,152,170.846,275,0.82,2.628,3.44,1.923,2.385,0,0,0.077,2.231,0,0,4.341,11.016,13.618,0.277,0.948,1.461,54.36,837.004,2348,90.2,1536.185,4273,0.001,0.901,2.37,4.813,5.697,6.58,20.694,28.186,35.678,68.73,80.159,103.947,4.651,141.185,277.72,0.011,82.785,165.56,-5,2,0.063,0.133,0.067,0.07,-2.5,5.294,5.294,5.294,2.639,2.639,2.639,34.753,37.392,34.753,230.047,230.047,230.047,30942.76,30942.76,30942.76,0,1,0.094,0.094,0.094,0.094,5.031,,0.08,0.7195
248205,RbBe2B3O7,ICSD,9.012,19.07,85.468,2,2.231,5,1,12,16,152,173,303,0.82,2.628,3.44,1.923,2.385,0,0,0.077,2.231,0,0,4.177,11.003,13.618,0.277,0.945,1.461,54.36,835.152,2348,90.2,1530.723,4273,0.001,0.95,2.37,4.813,5.697,6.58,20.694,28.186,35.678,68.73,80.159,103.947,4.651,141.185,277.72,0.011,82.785,165.56,-5,2,0.063,0.133,0.067,0.07,-2.5,5.014,5.014,5.014,4.599,4.599,4.599,33.92,38.519,33.92,303.357,303.357,303.357,60853.629,60853.629,60853.629,0,1,0.099,0.099,0.099,0.099,4.972,,0.053,0.8585
248295,BaGa4Se7,ICSD,69.72,80.75,137.33,4,4.167,6,2,13.833,16,187,195.5,268,0.89,2.165,2.55,2,2.667,9.167,0,0,2.833,0,0,5.212,8.123,9.752,-0.48,1.239,2.021,302.91,472.266,1000,958,1565.333,2477,3.62,5.077,5.91,6.23,6.36,6.489,24.204,30.255,36.306,60.983,60.746,109.177,0,69.475,138.949,0,17.303,34.606,-5,2,0,0.042,0.021,0.042,-2.5,7.437,7.437,7.437,8.29,8.29,8.29,25.893,34.183,25.893,58.06,58.06,58.06,11254.2,11254.2,11254.2,0,1,0.234,0.234,0.234,0.234,1.5,2.64,0.08,
248295,BaGa4Se7,ICSD,69.72,80.75,137.33,4,4.167,6,2,13.833,16,187,195.5,268,0.89,2.165,2.55,2,2.667,9.167,0,0,2.833,0,0,5.212,8.123,9.752,-0.48,1.239,2.021,302.91,472.266,1000,958,1565.333,2477,3.62,5.077,5.91,6.489,6.489,6.489,24.204,24.204,24.204,60.983,85.187,60.983,0,0,0,0.00E+00,0.00E+00,0.00E+00,-2,1,0,0,0,0,-2,7.437,7.511,7.585,0.001,4.145,8.29,25.893,17.77,27.25,55.241,61.512,67.783,7.688,13378.194,26748.7,0,2,0.036,0.27,0.135,0.234,1.5,2.64,0.08,
248309,Li2Ge4O9,ICSD,6.938,29.892,72.63,2,2.533,4,1,13.467,16,152,171.733,211,0.98,2.731,3.44,1.867,2.933,2.667,0,0.133,2.267,0,0,5.392,10.996,13.618,0.618,1.319,1.461,54.36,416.143,1211.4,90.2,1097.72,3106,0.001,1.492,5.323,5.743,5.743,5.743,32.145,32.145,32.145,53.783,85.928,53.783,0.235,0.235,0.235,166.162,166.162,166.162,-4,1,0.046,0.046,0.046,0.046,-4,7.792,7.792,7.792,0.002,0.002,0.002,24.519,24.522,24.519,5.274,5.274,5.274,8.625,8.625,8.625,0,1,0.057,0.057,0.057,0.057,3.131,,0.005,0.2025
249135,Ba3(B3O6)2,ICSD,10.81,31.849,137.33,2,2.571,6,2,13.143,16,152,180,268,0.89,2.676,3.44,2,2.571,0,0,0,2.571,0,0,5.212,10.897,13.618,-0.48,0.845,1.461,54.36,844.777,2348,90.2,1582.4,4273,0.001,1.195,3.62,4.813,4.813,4.813,35.678,35.678,35.678,103.947,139.625,103.947,277.72,277.72,277.72,165.56,165.56,165.56,-3,1,0.07,0.07,0.07,0.07,-3,7.437,7.437,7.437,8.29,8.29,8.29,25.893,34.183,25.893,58.06,58.06,58.06,11254.2,11254.2,11254.2,0,1,0.234,0.234,0.234,0.234,5.092,6.443333333,0.13,3.308
249322,Ca2Ge7O16,ICSD,15.999,33.782,72.63,2,2.72,4,2,14.32,16,152,174.84,231,1,2.844,3.44,2,3.12,2.8,0,0,2.4,0,0,6.113,11.417,13.618,-1.39,1.202,1.461,54.36,463.182,1211.4,90.2,1067.968,3106,0.001,1.615,5.323,5.743,5.743,5.743,32.145,32.145,32.145,53.783,85.928,53.783,0.235,0.235,0.235,166.162,166.162,166.162,-4,1,0.046,0.046,0.046,0.046,-4,7.107,7.107,7.107,8.746,8.746,8.746,25.832,34.578,25.832,60.506,60.506,60.506,14179.8,14179.8,14179.8,0,1,0.137,0.137,0.137,0.137,3.223,,0.009,0.6865
249461,TlBiP2S6,ICSD,30.974,66.773,208.98,3,3.6,6,13,15.4,16,180,184.3,207,1.62,2.35,2.58,2,3.4,2,2.8,0,2.6,0,0,6.108,9.653,10.487,0.2,1.51,2.077,317.3,408.631,577,553.65,899.68,1837,1.82,3.765,11.8,6.71,6.939,7.168,16.367,17.684,19.001,25.055,31.626,27.884,0,0.009,0.018,0,19.635,39.27,-5,2,0,0.107,0.054,0.107,-2.5,8.909,9.895,10.881,0,0.006,0.011,2.72,13.083,26.155,33.468,61.236,89.004,1.051,8.061,15.072,0,2,0.039,0.086,0.043,0.047,2.03,,,32.73
249471,K2(Ga(B5O10))(H2O)4,ICSD,1.008,14.467,69.72,1,1.933,4,1,10.4,16,120,159.5,275,0.82,2.647,3.44,1.667,2.067,0.333,0,0.333,1.933,0,0,4.341,11.854,13.618,0.277,0.972,1.461,13.81,452.916,2348,20.28,911.035,4273,0,0.652,5.91,4.813,8.96,15.835,1.873,24.619,36.306,8.466,61.011,109.177,0.553,139.074,277.72,34.606,94.248,165.56,-6,3,0,0.112,0.037,0.07,-2,5.294,5.294,5.294,2.639,2.639,2.639,34.753,37.392,34.753,230.047,230.047,230.047,30942.76,30942.76,30942.76,0,1,0.094,0.094,0.094,0.094,4.783,,0.065,0.2035
249872,Li2CdGeS4,ICSD,6.938,40.9,112.41,2,3.125,5,1,11.5,16,158,181.625,211,0.98,1.998,2.58,1.75,2.25,2.5,0,0.25,1.5,0,0,5.392,8.64,10.36,0.27,1.396,2.077,388.36,533.295,1211.4,717.75,1280.875,3106,0.534,2.919,8.69,7.168,7.168,7.168,16.367,16.367,16.367,27.884,44.251,27.884,0,0,0,0.00E+00,0.00E+00,0.00E+00,-2,1,0,0,0,0,-2,7.792,9.714,13.142,0,1.99,5.967,12.964,6.311,24.519,1.932,19.916,35.12,0,1079.613,3210.53,0,3,0.057,0.182,0.061,0.066,2.25,3.15,,
249873,Li2CdSnS4,ICSD,6.938,46.66,118.71,2,3.25,5,1,11.5,16,158,182.375,217,0.98,1.991,2.58,1.75,2.25,2.5,0,0.25,1.5,0,0,5.392,8.57,10.36,0.27,1.377,2.077,388.36,445.005,594.22,717.75,1252,2875,0.534,3.164,8.69,7.168,7.168,7.168,16.367,16.367,16.367,27.884,44.251,27.884,0,0,0,0.00E+00,0.00E+00,0.00E+00,-2,1,0,0,0,0,-2,7.792,9.398,12.192,0,1.99,5.967,15.344,7.996,24.519,1.932,22.864,35.12,0.00E+00,1079.613,3210.53,0,3,0.057,0.177,0.059,0.061,1.95,3.26,,
249876,Na2B5O8(OH)(H2O)2,ICSD,1.008,12.22,22.99,1,1.87,3,1,10.783,16,120,160.261,227,0.93,2.648,3.44,1.696,2.13,0,0,0.304,2.043,0,0,5.139,11.72,13.618,0.277,0.971,1.461,13.81,571.692,2348,20.28,1076.983,4273,0,0.6,2.37,4.813,10.342,15.835,1.873,16.695,35.678,8.466,51.344,103.947,0.553,94.2,277.72,82.576,277.307,583.784,-4,3,0,0.07,0.023,0.07,-1.333,6.246,6.246,6.246,1.865,1.865,1.865,30.739,32.604,30.739,77.998,77.998,77.998,9284.889,9284.889,9284.889,0,1,0.083,0.083,0.083,0.083,5.074,,0.041,1.009
250123,Pb3Ga2Ge4O14,ICSD,15.999,55.459,207.2,2,3.043,6,13,15.13,16,152,171.826,211,1.81,2.905,3.44,2,3.13,3.913,1.826,0,2.87,0,0,5.999,11.152,13.618,0.3,1.197,1.461,54.36,348.447,1211.4,90.2,1074.209,3106,0.001,2.92,11.342,5.743,5.987,6.23,32.145,34.226,36.306,53.783,61.117,109.177,0.235,69.592,138.949,34.606,100.384,166.162,-7,2,0.042,0.088,0.044,0.046,-3.5,10.163,10.163,10.163,4.781,4.781,4.781,17.622,22.402,17.622,23.084,23.084,23.084,1398.39,1398.39,1398.39,0,1,0.061,0.061,0.061,0.061,2.17,,0.058,6.416
250124,Ba3Ga2Ge4O14,ICSD,15.999,46.345,137.33,2,3.043,6,2,13.565,16,152,180.435,268,0.89,2.717,3.44,2,2.87,2.609,0,0,2.348,0,0,5.212,10.865,13.618,-0.48,1.088,1.461,54.36,400.542,1211.4,90.2,1093.513,3106,0.001,1.913,5.91,5.743,5.987,6.23,32.145,34.226,36.306,53.783,61.117,109.177,0.235,69.592,138.949,34.606,100.384,166.162,-7,2,0.042,0.088,0.044,0.046,-3.5,7.437,7.437,7.437,8.29,8.29,8.29,25.893,34.183,25.893,58.06,58.06,58.06,11254.2,11254.2,11254.2,0,1,0.234,0.234,0.234,0.234,2.505,,0.022,1.9745
250160,La3SbZn3Ge2O14,ICSD,15.999,47.997,138.906,2,3.087,6,3,13.565,16,139,169.261,240,1.1,2.717,3.44,2,2.739,2.739,0,0,1.696,1.174,0,5.577,11.305,13.618,0.09,1.128,1.461,54.36,423.42,1211.4,90.2,1047.209,3737,0.001,2.487,7.134,5.743,6.803,7.864,32.145,64.254,96.363,53.783,91.146,644.424,0.028,0.132,0.235,2.646,84.404,166.162,-7,2,0.046,0.108,0.054,0.062,-3.5,8.706,8.723,8.741,0.041,2.887,5.733,15.242,25.839,45.904,18.888,32.927,46.966,25.879,980.294,1934.71,0,2,0.046,0.143,0.072,0.097,3.252,,0.078,2.777
250215,CaLi4(B5O8(OH)2)2,ICSD,1.008,12.819,40.08,1,1.949,4,1,11.795,16,120,164.077,231,0.98,2.639,3.44,1.795,2.308,0,0,0.205,2.308,0,0,5.392,11.216,13.618,-1.39,0.925,1.461,13.81,706.463,2348,20.28,1354.67,4273,0,0.703,2.37,4.813,7.595,10.377,12.534,24.106,35.678,30.445,76.08,103.947,4.326,141.023,277.72,165.56,374.672,583.784,-4,2,0,0.07,0.035,0.07,-2,7.107,7.45,7.792,0.002,4.374,8.746,24.519,17.29,25.832,5.274,32.89,60.506,8.625,7094.213,14179.8,0,2,0.057,0.194,0.097,0.137,5.372,,0.048,0.3945
250321,Ba5(BO3)2(B2O5),ICSD,10.81,45.294,137.33,2,3,6,2,11.9,16,152,189,268,0.89,2.523,3.44,2,2.4,0,0,0,2.1,0,0,5.212,10.453,13.618,-0.48,0.739,1.461,54.36,749.498,2348,90.2,1446.71,4273,0.001,1.38,3.62,4.813,4.813,4.813,35.678,35.678,35.678,103.947,139.625,103.947,277.72,277.72,277.72,165.56,165.56,165.56,-3,1,0.07,0.07,0.07,0.07,-3,7.437,7.437,7.437,8.29,8.29,8.29,25.893,34.183,25.893,58.06,58.06,58.06,11254.2,11254.2,11254.2,0,1,0.234,0.234,0.234,0.234,3.742,,0.008,0.021
250323,Ca(B8O11(OH)4),ICSD,1.008,13.235,40.08,1,1.929,4,1,12.5,16,120,161.679,231,1,2.776,3.44,1.857,2.429,0,0,0.143,2.5,0,0,6.113,11.827,13.618,-1.39,0.92,1.461,13.81,741.773,2348,20.28,1334.826,4273,0,0.733,2.37,4.813,7.595,10.377,12.534,24.106,35.678,30.445,76.08,103.947,4.326,141.023,277.72,165.56,374.672,583.784,-4,2,0,0.07,0.035,0.07,-2,7.107,7.107,7.107,8.746,8.746,8.746,25.832,34.578,25.832,60.506,60.506,60.506,14179.8,14179.8,14179.8,0,1,0.137,0.137,0.137,0.137,5.666,,0.081,0.904
250446,Sr4(B14O25),ICSD,10.81,20.97,87.6,2,2.279,5,2,13.721,16,152,174.047,249,0.95,2.753,3.44,2,2.651,0,0,0,2.791,0,0,5.695,11.149,13.618,-1.51,0.799,1.461,54.36,893.744,2348,90.2,1597.605,4273,0.001,1.018,2.64,4.813,4.813,4.813,35.678,35.678,35.678,103.947,139.625,103.947,277.72,277.72,277.72,165.56,165.56,165.56,-3,1,0.07,0.07,0.07,0.07,-3,7.099,7.099,7.099,8.778,8.778,8.778,26.848,35.626,26.848,73.184,73.184,73.184,17561.2,17561.2,17561.2,0,1,0.167,0.167,0.167,0.167,4.735,,0.046,0.6975
250553,Sr4B10O18(OH)2(H2O)2,ICSD,1.008,19.441,87.6,1,2.143,5,1,11.81,16,120,166.19,249,0.95,2.692,3.44,1.857,2.333,0,0,0.143,2.238,0,0,5.695,11.594,13.618,-1.51,0.795,1.461,13.81,689.495,2348,20.28,1225.145,4273,0,0.816,2.64,4.813,10.342,15.835,1.873,16.695,35.678,8.466,51.344,103.947,0.553,94.2,277.72,82.576,277.307,583.784,-4,3,0,0.07,0.023,0.07,-1.333,7.099,7.099,7.099,8.778,8.778,8.778,26.848,35.626,26.848,73.184,73.184,73.184,17561.2,17561.2,17561.2,0,1,0.167,0.167,0.167,0.167,5.319,,0.039,1.107
250566,Pb3B6O11F2,ICSD,10.81,40.929,207.2,2,2.545,6,13,15,17,135,168.182,202,2.04,2.956,3.98,2,3,1.364,1.909,0,3,0,0,7.417,11.667,17.423,0.277,1.159,3.339,53.53,754.311,2348,85.03,1493.921,4273,0.001,2.194,11.342,4.813,9.987,15.161,10.202,22.94,35.678,21.668,33.774,103.947,0,138.86,277.72,0,82.78,165.56,-4,2,0,0.07,0.035,0.07,-2,10.163,10.163,10.163,4.781,4.781,4.781,17.622,22.402,17.622,23.084,23.084,23.084,1398.39,1398.39,1398.39,0,1,0.061,0.061,0.061,0.061,2.354,,0.274,7.3065
250600,RbMgBO3,ICSD,10.81,28.097,85.468,2,2.667,5,1,10.667,16,152,187.333,303,0.82,2.415,3.44,1.833,2.167,0,0,0.167,1.833,0,0,4.177,10.163,13.618,-0.22,0.818,1.461,54.36,624.423,2348,90.2,1144.6,4273,0.001,0.941,2.37,4.813,4.813,4.813,35.678,35.678,35.678,103.947,139.625,103.947,277.72,277.72,277.72,165.56,165.56,165.56,-3,1,0.07,0.07,0.07,0.07,-3,5.014,6.19,7.365,4.599,6.041,7.483,20.318,23.001,33.92,25.35,164.354,303.357,4843.68,32848.655,60853.629,0,2,0.083,0.183,0.091,0.099,4.61,,0,0.4635
250666,Rb2Ga(B5O10)(H2O)4,ICSD,1.008,17.559,85.468,1,2,5,1,10.4,16,120,161.367,303,0.82,2.647,3.44,1.667,2.067,0.333,0,0.333,1.933,0,0,4.177,11.843,13.618,0.277,0.97,1.461,13.81,451.312,2348,20.28,906.301,4273,0,0.695,5.91,4.813,8.96,15.835,1.873,24.619,36.306,8.466,61.011,109.177,0.553,139.074,277.72,34.606,94.248,165.56,-6,3,0,0.112,0.037,0.07,-2,5.014,5.014,5.014,4.599,4.599,4.599,33.92,38.519,33.92,303.357,303.357,303.357,60853.629,60853.629,60853.629,0,1,0.099,0.099,0.099,0.099,4.739,,0.043,0.451
250725,NaBa4(AlB4O9)2Br3,ICSD,10.81,34.457,137.33,2,2.694,6,1,13.278,17,152,180.222,268,0.89,2.634,3.44,1.972,2.694,0.833,0,0.028,2.472,0,0,5.139,10.692,13.618,-0.48,1.059,3.365,54.36,744.393,2348,90.2,1450.651,4273,0.001,1.366,3.62,4.813,8.354,10.286,12.102,27.82,35.68,30.492,37.984,109.396,0,118.64,277.72,0,62.848,165.56,-7,3,0,0.143,0.048,0.073,-2.333,6.246,6.842,7.437,1.865,5.077,8.29,25.893,18.024,30.739,58.06,68.029,77.998,9284.889,10269.545,11254.2,0,2,0.083,0.317,0.159,0.234,3.386,,0.017,3.012
